http://lobid.org/resources/99371673150206441#!	99371673150206441	HT006860919
http://lobid.org/resources/990157589710206441#!	990157589710206441	HT015137685	2325717-9
http://lobid.org/resources/990157962240206441#!	990157962240206441	HT015175014	2332604-9
http://lobid.org/resources/990165243030206441#!	990165243030206441	HT015480120	2416584-0
http://lobid.org/resources/990170867050206441#!	990170867050206441	HT015643657	2444444-3
http://lobid.org/resources/990179545520206441#!	990179545520206441	HT016318757
http://lobid.org/resources/990181531920206441#!	990181531920206441	HT016457409	2565028-2
http://lobid.org/resources/990186811780206441#!	990186811780206441	HT016793103
http://lobid.org/resources/990192304190206441#!	990192304190206441	HT017320501	2674145-3
http://lobid.org/resources/990198314000206441#!	990198314000206441	HT017768075	2732720-6
http://lobid.org/resources/990200190750206441#!	990200190750206441	HT017904593	2743930-6
http://lobid.org/resources/990206301590206441#!	990206301590206441	HT018490808	2804278-5
http://lobid.org/resources/990228312830206441#!	990228312830206441	HT020022867	2968133-9
http://lobid.org/resources/990366279830206441#!	990366279830206441	HT020435177	3017896-4
http://lobid.org/resources/990366289660206441#!	990366289660206441	HT020436153	3018036-3
http://lobid.org/resources/990370525900206441#!	990370525900206441	HT020859317	3055341-6
http://lobid.org/resources/990370587730206441#!	990370587730206441	HT020865541	3056095-0
http://lobid.org/resources/99370769591306441#!	99370769591306441	HT020917091	3062965-2
http://lobid.org/resources/99370897633206441#!	99370897633206441	HT021003170	3077983-2
http://lobid.org/resources/99370948781306441#!	99370948781306441	HT021058106	3091558-2
http://lobid.org/resources/99370982393706441#!	99370982393706441	HT021084644
http://lobid.org/resources/99370982390206441#!	99370982390206441	HT021084856
http://lobid.org/resources/99371270676706441#!	99371270676706441	HT021305617	3115075-5
http://lobid.org/resources/99371454179906441#!	99371454179906441	HT021432025
http://lobid.org/resources/99371897460706441#!	99371897460706441	HT021710223
http://lobid.org/resources/99371897455906441#!	99371897455906441	HT021710357
http://lobid.org/resources/99371897454106441#!	99371897454106441	HT021710389
http://lobid.org/resources/99371897452406441#!	99371897452406441	HT021710422
http://lobid.org/resources/99371897450006441#!	99371897450006441	HT021710684
http://lobid.org/resources/99371897433506441#!	99371897433506441	HT021710756
http://lobid.org/resources/99371897426406441#!	99371897426406441	HT021710819
http://lobid.org/resources/99371961974206441#!	99371961974206441	HT021750314
http://lobid.org/resources/99371961965606441#!	99371961965606441	HT021750352
http://lobid.org/resources/99371961963306441#!	99371961963306441	HT021767705
http://lobid.org/resources/99371961937606441#!	99371961937606441	HT021767899
http://lobid.org/resources/99371962127506441#!	99371962127506441	HT021769286
http://lobid.org/resources/99371961724306441#!	99371961724306441	HT021769545
http://lobid.org/resources/99371969634906441#!	99371969634906441	HT021769610
http://lobid.org/resources/99371961719806441#!	99371961719806441	HT021769636
http://lobid.org/resources/99371961716506441#!	99371961716506441	HT021771235
http://lobid.org/resources/99371970559106441#!	99371970559106441	HT021776518
http://lobid.org/resources/99371972345806441#!	99371972345806441	HT021776718
http://lobid.org/resources/99371972354706441#!	99371972354706441	HT021776790
http://lobid.org/resources/99371972340306441#!	99371972340306441	HT021776859
http://lobid.org/resources/99371974445406441#!	99371974445406441	HT021778360
http://lobid.org/resources/99372425188606441#!	99372425188606441	HT030006093
http://lobid.org/resources/99373068426406441#!	99373068426406441	HT030364300
http://lobid.org/resources/99373492666106441#!	99373492666106441	HT030632836
http://lobid.org/resources/99373492665906441#!	99373492665906441	HT030632850
http://lobid.org/resources/99373492662006441#!	99373492662006441	HT030632981
http://lobid.org/resources/99373492660706441#!	99373492660706441	HT030633013
http://lobid.org/resources/99373492660006441#!	99373492660006441	HT030633032
http://lobid.org/resources/99373492659606441#!	99373492659606441	HT030633054
http://lobid.org/resources/99373492659406441#!	99373492659406441	HT030633077
http://lobid.org/resources/99373492657806441#!	99373492657806441	HT030633136
http://lobid.org/resources/99374074163706441#!	99374074163706441	HT030753546
http://lobid.org/resources/99374167758406441#!	99374167758406441	HT030787735
http://lobid.org/resources/99375068876906441#!	99375068876906441	HT030899078
